agent_code,total_policies,avg_policies,nill_rate,avg_ANBP,avg_income,avg_customers,avg_proposals,active_months,cluster,performance_group,recommendation,PCA1,PCA2,is_nill
7f8d4215,197,21.88888888888889,0.1111111111111111,988126.4444444445,253166.88888888888,18.22222222222222,19.555555555555557,9,1,Low,"Mentoring, onboarding refreshers",0.7871487530548708,-1.6553630874071092,False
7fe3706e,381,18.142857142857142,0.14285714285714285,1016656.380952381,276450.85714285716,15.19047619047619,16.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.4468669132866346,0.47133781885674075,False
8.09E+28,444,21.142857142857142,0.19047619047619047,1133567.8095238095,265091.3333333333,17.904761904761905,20.095238095238095,21,2,High,"Retention incentives, high-value leads",1.036539018204299,1.1590174836831555,False
811ab465,441,21.0,0.14285714285714285,973080.1428571428,227007.33333333334,14.904761904761905,18.80952380952381,21,2,High,"Retention incentives, high-value leads",0.1294321865603011,0.9415836901455602,False
816a9c71,110,18.333333333333332,0.16666666666666666,941694.6666666666,256998.0,17.166666666666668,18.0,6,0,Mid,"Targeted training, quote-to-sale improvement",-0.6653072311571826,-2.5197231083619913,False
817339ac,384,18.285714285714285,0.19047619047619047,1128704.0,240675.66666666666,15.476190476190476,17.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.4877711085602833,0.5972851662072572,False
8209b2a0,413,19.666666666666668,0.14285714285714285,1041297.0952380953,253751.38095238095,14.428571428571429,17.714285714285715,21,2,High,"Retention incentives, high-value leads",-0.05235600646803791,0.6562113840932041,False
8265855f,437,20.80952380952381,0.14285714285714285,885613.2857142857,220961.0,15.80952380952381,18.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.14362023367571256,1.0127645722007328,False
82b8665c,257,19.76923076923077,0.15384615384615385,1182684.2307692308,240309.3076923077,14.923076923076923,18.384615384615383,13,2,High,"Retention incentives, high-value leads",0.16434209398152488,-1.1107500689429017,False
833d1afb,400,19.047619047619047,0.19047619047619047,1165739.761904762,268136.61904761905,16.095238095238095,17.80952380952381,21,2,High,"Retention incentives, high-value leads",0.10168420187756046,0.6936158457608151,False
838ca2b3,409,19.476190476190474,0.09523809523809523,834164.8095238095,208600.2857142857,14.428571428571429,17.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.8647883758044038,0.6755214359727637,False
844e21a0,308,20.533333333333335,0.06666666666666667,952645.4666666667,175146.33333333334,15.8,15.0,15,0,Mid,"Targeted training, quote-to-sale improvement",-1.01891764486633,-0.647510149546577,False
8450fe9e,378,18.0,0.19047619047619047,812563.3333333334,209266.61904761905,15.904761904761905,17.238095238095237,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.5066803673592044,0.7498725455258345,False
84a7eaf5,181,18.1,0.2,761884.3,190919.1,14.7,15.5,10,0,Mid,"Targeted training, quote-to-sale improvement",-2.3694969348383963,-1.7302823159519312,False
84bc935c,283,20.214285714285715,0.07142857142857142,876944.8571428572,222427.07142857142,16.214285714285715,17.928571428571427,14,2,High,"Retention incentives, high-value leads",-0.2479746451605982,-0.7595884503130775,False
84ef9ce3,435,20.714285714285715,0.047619047619047616,875745.7142857143,214306.90476190476,15.476190476190476,17.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.06601958892446418,0.8224672291938325,False
85857de6,398,18.952380952380953,0.047619047619047616,815346.619047619,185477.7619047619,14.523809523809524,16.0,21,2,High,"Retention incentives, high-value leads",-1.2387119037327838,0.545028848173859,False
85994955,160,17.77777777777778,0.2222222222222222,915731.6666666666,196930.88888888888,17.444444444444443,15.666666666666666,9,0,Mid,"Targeted training, quote-to-sale improvement",-2.0008611171376605,-1.8228266024451163,False
85f1427f,365,17.38095238095238,0.2857142857142857,855425.5714285715,235218.7142857143,14.952380952380953,17.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6487958052499727,0.7281438858780146,False
862e2590,40,10.0,0.5,166043.0,60608.0,14.75,19.75,4,0,Mid,"Targeted training, quote-to-sale improvement",-6.7268089823564114,-2.189707456481565,False
868cd194,415,19.761904761904763,0.09523809523809523,990354.6666666666,204973.2857142857,13.904761904761905,16.523809523809526,21,2,High,"Retention incentives, high-value leads",-0.6284017603753157,0.591578544166525,False
86c4b14c,152,19.0,0.125,929890.25,245790.25,16.75,16.875,8,0,Mid,"Targeted training, quote-to-sale improvement",-0.7108796323736247,-2.1715953920621396,False
86c9436f,381,18.142857142857142,0.09523809523809523,938121.0,214900.2857142857,16.333333333333332,15.19047619047619,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.1976730982856518,0.5128286008873645,False
86fcfefe,405,19.285714285714285,0.09523809523809523,1208011.9523809524,230923.09523809524,16.714285714285715,17.428571428571427,21,2,High,"Retention incentives, high-value leads",0.2715426713919816,0.6369708172025834,False
877de375,469,22.333333333333332,0.14285714285714285,1337303.857142857,284805.4285714286,16.238095238095237,19.428571428571427,21,2,High,"Retention incentives, high-value leads",1.8749278439388444,0.9871863093023413,False
87bc8e5a,399,19.0,0.14285714285714285,1124539.4761904762,265352.85714285716,16.0,17.428571428571427,21,2,High,"Retention incentives, high-value leads",0.08449646613401847,0.6202609001087273,False
87c0771b,362,17.238095238095237,0.23809523809523808,780765.380952381,184897.57142857142,15.666666666666666,18.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.9769269084371155,0.7903178739825596,False
8813423f,451,21.476190476190474,0.047619047619047616,1178662.761904762,249861.85714285713,15.476190476190476,17.38095238095238,21,2,High,"Retention incentives, high-value leads",0.9659571538448634,0.7264100066908561,False
885be06c,453,21.571428571428573,0.047619047619047616,965165.0,198388.19047619047,15.761904761904763,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.156359789846997,0.9085981590530886,False
88c2ff7a,420,20.0,0.09523809523809523,902581.9047619047,198265.33333333334,14.952380952380953,16.571428571428573,21,2,High,"Retention incentives, high-value leads",-0.7668875222768964,0.7287410036768412,False
88c79618,352,16.761904761904763,0.19047619047619047,928491.2380952381,224294.04761904763,16.476190476190474,16.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.644935895698122,0.5278660152882948,False
88feb000,166,11.857142857142858,0.5,599128.8571428572,200189.0,16.285714285714285,17.642857142857142,14,0,Mid,"Targeted training, quote-to-sale improvement",-4.5835743817920855,-0.6557689699816523,False
890e8652,378,18.0,0.14285714285714285,973468.1428571428,232636.0,14.333333333333334,16.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.9448809297250597,0.47367879535495017,False
89633f45,427,20.333333333333332,0.047619047619047616,761024.619047619,160884.85714285713,15.333333333333334,16.095238095238095,21,2,High,"Retention incentives, high-value leads",-1.2016311511443551,0.8031183575312175,False
89a8cb39,448,21.333333333333332,0.047619047619047616,1176912.3333333333,210861.14285714287,16.80952380952381,17.0,21,2,High,"Retention incentives, high-value leads",0.5886320553190171,0.8214692029818613,False
89cb3dd5,470,22.38095238095238,0.0,1215136.238095238,226137.47619047618,15.571428571428571,16.857142857142858,21,2,High,"Retention incentives, high-value leads",1.1316027195926919,0.7564523808916807,False
8a5c31db,317,18.647058823529413,0.11764705882352941,842749.8823529412,183497.88235294117,14.705882352941176,15.176470588235293,17,0,Mid,"Targeted training, quote-to-sale improvement",-1.7745311453831714,-0.31010062118394827,False
8ac71189,248,20.666666666666668,0.08333333333333333,943250.5833333334,196566.0,15.75,18.333333333333332,12,0,Mid,"Targeted training, quote-to-sale improvement",-0.23245293604482833,-1.1814677766595518,False
8afae4e5,428,20.38095238095238,0.047619047619047616,1060327.3333333333,204296.7619047619,16.0,17.142857142857142,21,2,High,"Retention incentives, high-value leads",0.07044693781466484,0.7265332418062671,False
8b1eb4a9,437,20.80952380952381,0.047619047619047616,999828.6666666666,229177.2380952381,16.428571428571427,16.523809523809526,21,2,High,"Retention incentives, high-value leads",0.11821388736379326,0.7690963078138121,False
8b5cd67d,424,20.19047619047619,0.047619047619047616,993279.0952380953,207220.2380952381,13.857142857142858,17.714285714285715,21,2,High,"Retention incentives, high-value leads",-0.06168953222819902,0.6215541856744335,False
8ba38ed9,402,19.142857142857142,0.14285714285714285,945666.2857142857,214706.7142857143,16.857142857142858,18.238095238095237,21,2,High,"Retention incentives, high-value leads",-0.47341432339246553,0.8563847008203359,False
8c4fd446,160,20.0,0.0,683464.75,143261.625,16.5,14.5,8,0,Mid,"Targeted training, quote-to-sale improvement",-1.899026299502512,-2.2080288975283846,False
8c867ff9,402,19.142857142857142,0.14285714285714285,1066067.761904762,249571.57142857142,14.714285714285714,18.333333333333332,21,2,High,"Retention incentives, high-value leads",0.0006797956447779943,0.6385893049101445,False
8dab5c95,463,22.047619047619047,0.09523809523809523,1395151.4285714286,316095.28571428574,16.428571428571427,18.571428571428573,21,2,High,"Retention incentives, high-value leads",2.208007340320605,0.8047203201723672,False
8e04acc1,432,20.571428571428573,0.09523809523809523,1166962.142857143,275615.4285714286,16.428571428571427,16.761904761904763,21,2,High,"Retention incentives, high-value leads",0.667810970824564,0.6975872608556586,False
8e2e35c7,211,15.071428571428571,0.21428571428571427,688459.0714285715,194075.92857142858,14.642857142857142,16.0,14,0,Mid,"Targeted training, quote-to-sale improvement",-3.035631958761453,-1.0164071013505833,False
8f0e0595,497,23.666666666666668,0.047619047619047616,1130984.4761904762,274860.6666666667,13.952380952380953,19.238095238095237,21,2,High,"Retention incentives, high-value leads",1.878739846809483,0.9495883749547862,False
8f132aa4,165,23.571428571428573,0.0,1127093.4285714286,239850.14285714287,12.428571428571429,18.285714285714285,7,1,Low,"Mentoring, onboarding refreshers",1.211204725791027,-2.6843483212753543,False
8f18449c,426,20.285714285714285,0.047619047619047616,1125674.3333333333,243189.19047619047,15.142857142857142,16.047619047619047,21,2,High,"Retention incentives, high-value leads",0.23364984827198673,0.5422134601637555,False
8f4643ab,405,19.285714285714285,0.09523809523809523,823178.9523809524,186720.7619047619,15.285714285714286,15.476190476190476,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.4124457446372283,0.6660107024046457,False
8f699df7,528,25.142857142857142,0.047619047619047616,1242686.238095238,280688.28571428574,16.523809523809526,21.38095238095238,21,2,High,"Retention incentives, high-value leads",3.0667234805053627,1.3188052866983573,False
8f77f8e4,407,19.38095238095238,0.047619047619047616,946069.4285714285,202691.61904761905,14.904761904761905,15.714285714285714,21,2,High,"Retention incentives, high-value leads",-0.7663688185350281,0.5307860849753158,False
8f887bfa,396,18.857142857142858,0.19047619047619047,1107138.0952380951,270490.5238095238,15.238095238095237,17.857142857142858,21,2,High,"Retention incentives, high-value leads",-0.07490107012518085,0.6423040766398935,False
9.63E+09,171,21.375,0.125,1054938.75,193231.375,17.0,20.5,8,1,Low,"Mentoring, onboarding refreshers",0.41814789141993536,-1.8876548159822815,False
904e6c62,401,19.095238095238095,0.09523809523809523,1039814.6666666666,245601.2380952381,17.38095238095238,16.571428571428573,21,2,High,"Retention incentives, high-value leads",-0.1742091368957502,0.6702000661159802,False
90758512,432,20.571428571428573,0.09523809523809523,843916.4285714285,188131.42857142858,16.285714285714285,17.857142857142858,21,2,High,"Retention incentives, high-value leads",-0.5161482252560201,0.9688390195084446,False
90ea32ad,460,21.904761904761905,0.09523809523809523,1201149.1904761905,247489.09523809524,14.714285714285714,17.666666666666668,21,2,High,"Retention incentives, high-value leads",0.9253995979477027,0.797763045615812,False
9108e3de,224,17.23076923076923,0.07692307692307693,706478.2307692308,189183.92307692306,14.692307692307692,14.615384615384615,13,0,Mid,"Targeted training, quote-to-sale improvement",-2.338773626902955,-1.320020420038899,False
9256cb6d,399,19.0,0.047619047619047616,1004025.619047619,213428.95238095237,13.714285714285714,14.142857142857142,21,2,High,"Retention incentives, high-value leads",-1.02827288776794,0.30740933126823966,False
92647c39,388,18.476190476190474,0.19047619047619047,597845.0952380953,143292.52380952382,15.333333333333334,16.857142857142858,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.515390134233605,0.9120204657758116,False
926a4de6,446,21.238095238095237,0.047619047619047616,956768.5714285715,205778.95238095237,15.380952380952381,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.10935895577856336,0.842852608312465,False
92dd19af,382,18.19047619047619,0.09523809523809523,661662.5714285715,136372.90476190476,16.0,15.285714285714286,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.422375282716605,0.7031323044551825,False
93779b01,54,27.0,0.0,1387068.0,356396.0,11.0,21.5,2,1,Low,"Mentoring, onboarding refreshers",3.9467245657318566,-4.076872433581551,False
9379e3f2,242,16.133333333333333,0.2,788472.4,218739.2,15.4,14.933333333333334,15,0,Mid,"Targeted training, quote-to-sale improvement",-2.5225104431583736,-0.8214814110253992,False
93a839c4,422,20.095238095238095,0.09523809523809523,800876.7619047619,168399.66666666666,16.19047619047619,18.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.7642162443304652,0.9736472477583626,False
94427825,347,16.523809523809526,0.19047619047619047,1062573.9523809524,259417.80952380953,17.142857142857142,15.238095238095237,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.255394237084327,0.41415510990128496,False
944d7abd,413,19.666666666666668,0.14285714285714285,851847.1428571428,204192.80952380953,15.80952380952381,17.571428571428573,21,2,High,"Retention incentives, high-value leads",-0.8397295910464562,0.8690825757880996,False
9494149d,379,18.95,0.15,1184821.6,259976.05,16.15,16.1,20,2,High,"Retention incentives, high-value leads",-0.16483351079435093,0.3332006863366591,False
95185021,327,21.8,0.06666666666666667,1129288.0,244401.86666666667,14.266666666666667,18.333333333333332,15,2,High,"Retention incentives, high-value leads",0.8550654449011501,-0.6434725936843441,False
9536ec88,135,16.875,0.125,1045079.125,208357.125,18.0,14.875,8,0,Mid,"Targeted training, quote-to-sale improvement",-1.5798135741720214,-2.2736949846998846,False
953805f0,378,18.0,0.19047619047619047,963335.7142857143,238772.61904761905,16.142857142857142,17.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.8347022991173907,0.6893685201949316,False
95489a00,296,21.142857142857142,0.14285714285714285,1153042.5714285714,286439.0714285714,13.785714285714286,19.5,14,2,High,"Retention incentives, high-value leads",1.0175640596164939,-0.8599067934090042,False
956005ab,377,17.952380952380953,0.19047619047619047,738019.8571428572,224668.57142857142,14.523809523809524,17.904761904761905,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.4689617856926125,0.7014273055270243,False
95ab0bc5,436,20.761904761904763,0.14285714285714285,1084597.761904762,247693.47619047618,16.095238095238095,19.047619047619047,21,2,High,"Retention incentives, high-value leads",0.5922004029513944,0.9313649549872123,False
961e6577,419,19.952380952380953,0.14285714285714285,1073868.857142857,249458.7142857143,16.19047619047619,18.761904761904763,21,2,High,"Retention incentives, high-value leads",0.3494513252279019,0.8368522399415885,False
96277898,53,26.5,0.0,1376996.0,302329.0,15.5,18.0,2,1,Low,"Mentoring, onboarding refreshers",2.819574570767559,-3.8929142060642756,False
963a1048,446,21.238095238095237,0.047619047619047616,1086642.4285714286,231781.0,16.428571428571427,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.6491829330396095,0.8258873163571419,False
96471aab,359,17.095238095238095,0.09523809523809523,842593.5238095238,179678.04761904763,16.476190476190474,14.952380952380953,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.965453368031451,0.4734726110746432,False
97045eb6,441,21.0,0.09523809523809523,1133273.857142857,238782.09523809524,17.61904761904762,17.333333333333332,21,2,High,"Retention incentives, high-value leads",0.5633404183733769,0.9007893043588483,False
9716c60e,243,20.25,0.08333333333333333,1305958.1666666667,320231.3333333333,14.333333333333334,17.0,12,1,Low,"Mentoring, onboarding refreshers",1.126341118120483,-1.6437577695076053,False
974da954,294,14.0,0.3333333333333333,560258.7619047619,184559.52380952382,15.428571428571429,17.333333333333332,21,0,Mid,"Targeted training, quote-to-sale improvement",-3.703237102573205,0.6052959841356802,False
97d645e0,420,20.0,0.09523809523809523,885627.7142857143,157847.42857142858,16.38095238095238,17.333333333333332,21,2,High,"Retention incentives, high-value leads",-0.9054647300578574,0.9051119069585815,False
97eace3e,407,19.38095238095238,0.14285714285714285,777149.5238095238,196190.90476190476,16.238095238095237,16.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.2869606318536997,0.8668633089450632,False
9828b73c,421,20.047619047619047,0.09523809523809523,1210686.4285714286,267418.0,14.285714285714286,17.142857142857142,21,2,High,"Retention incentives, high-value leads",0.5727553413573154,0.5146455636507912,False
98da75b8,412,19.61904761904762,0.14285714285714285,1033353.5714285715,259277.0,16.285714285714285,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.014199331649334093,0.7571903197262886,False
98e4577e,496,23.61904761904762,0.047619047619047616,1291859.8095238095,286013.4761904762,13.952380952380953,18.714285714285715,21,2,High,"Retention incentives, high-value leads",2.1958611476410126,0.842599822158664,False
9901c7de,402,19.142857142857142,0.14285714285714285,828484.0952380953,222023.04761904763,16.285714285714285,17.476190476190474,21,2,High,"Retention incentives, high-value leads",-0.8593900958156434,0.8255331106524081,False
998a39aa,428,20.38095238095238,0.09523809523809523,1124015.1904761905,281368.7619047619,15.523809523809524,17.476190476190474,21,2,High,"Retention incentives, high-value leads",0.6957585882076462,0.6632640111978255,False
9ac134bb,309,22.071428571428573,0.07142857142857142,803200.6428571428,172493.0,16.5,18.857142857142858,14,2,High,"Retention incentives, high-value leads",-0.210145135101967,-0.4777706421360272,False
9bcb60ec,81,20.25,0.25,1097786.0,257125.0,13.5,20.25,4,1,Low,"Mentoring, onboarding refreshers",0.025215805811072245,-2.9989512375580802,False
9bf16323,374,17.80952380952381,0.09523809523809523,676773.5714285715,135781.42857142858,14.761904761904763,14.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.644293300759376,0.5544775945469659,False
9bf2290b,387,22.764705882352942,0.058823529411764705,1245761.0,250647.11764705883,16.0,19.352941176470587,17,2,High,"Retention incentives, high-value leads",1.7291349998603902,0.0069761619943946645,False
9c2e3be7,502,23.904761904761905,0.047619047619047616,1150463.0952380951,253824.95238095237,15.571428571428571,19.38095238095238,21,2,High,"Retention incentives, high-value leads",1.902716914434116,1.0994259526500203,False
9c368468,53,17.666666666666668,0.0,792270.6666666666,142864.66666666666,13.666666666666666,11.666666666666666,3,0,Mid,"Targeted training, quote-to-sale improvement",-2.949775060332173,-3.7256809898863503,False
9ca2a7ff,315,21.0,0.06666666666666667,997510.3333333334,222122.26666666666,16.2,15.733333333333333,15,2,High,"Retention incentives, high-value leads",-0.2636742918624823,-0.6244402854144998,False
9caa7fdc,122,20.333333333333332,0.0,1073097.3333333333,180113.0,15.5,17.833333333333332,6,1,Low,"Mentoring, onboarding refreshers",-0.033957986820961766,-2.765427456135047,False
9caee735,525,25.0,0.09523809523809523,1082699.9047619049,263792.0,16.142857142857142,23.285714285714285,21,2,High,"Retention incentives, high-value leads",2.7545229881777624,1.5143511657543873,False
9d0bde50,160,20.0,0.125,718150.125,183430.5,16.75,17.5,8,0,Mid,"Targeted training, quote-to-sale improvement",-1.339235924584821,-1.946336660230243,False
9d27a440,371,17.666666666666668,0.23809523809523808,830979.380952381,230832.14285714287,16.285714285714285,17.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.4256384327958165,0.7931225182827804,False
9db596eb,77,19.25,0.25,1188031.0,310909.25,10.5,19.25,4,1,Low,"Mentoring, onboarding refreshers",0.11181104839741549,-3.3473392784923246,False
9dc48356,80,20.0,0.0,817794.25,141270.25,13.75,14.25,4,0,Mid,"Targeted training, quote-to-sale improvement",-1.8600352566294107,-3.3542775953214456,False
9e2e849a,380,18.095238095238095,0.19047619047619047,917774.0,187653.0,14.714285714285714,15.761904761904763,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.804791502244051,0.6012497193438314,False
9e301c4f,389,18.523809523809526,0.14285714285714285,978148.1904761905,231198.7619047619,14.238095238095237,16.428571428571427,21,2,High,"Retention incentives, high-value leads",-0.9091618926473873,0.5105354785469999,False
9e32a219,437,20.80952380952381,0.14285714285714285,1022770.9523809524,224273.42857142858,15.80952380952381,19.095238095238095,21,2,High,"Retention incentives, high-value leads",0.27525651491307246,0.9727118517645291,False
9e6b324e,404,19.238095238095237,0.09523809523809523,891129.2380952381,178625.57142857142,15.523809523809524,16.523809523809526,21,2,High,"Retention incentives, high-value leads",-1.1027498896032042,0.7046005645588727,False
9fe0462c,39,19.5,0.0,1087125.0,217432.5,14.5,14.0,2,1,Low,"Mentoring, onboarding refreshers",-0.8069525843939707,-3.9740498708728764,False
9ff7cf01,429,20.428571428571427,0.14285714285714285,946954.619047619,213358.19047619047,13.80952380952381,17.714285714285715,21,2,High,"Retention incentives, high-value leads",-0.44790306542446123,0.7864065843019352,False
a024a368,350,16.666666666666668,0.19047619047619047,661046.0,180970.47619047618,14.666666666666666,14.80952380952381,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.9376594890382295,0.508410444546312,False
a02f250c,327,20.4375,0.0625,1246651.5625,283570.625,14.375,17.1875,16,2,High,"Retention incentives, high-value leads",0.9306014620950201,-0.6629114692631123,False
a045b770,439,20.904761904761905,0.09523809523809523,1051625.6666666667,215710.47619047618,14.619047619047619,18.38095238095238,21,2,High,"Retention incentives, high-value leads",0.27493941189823223,0.8099680566365619,False
a050e91a,464,22.095238095238095,0.047619047619047616,1082812.5238095238,202295.2380952381,13.619047619047619,18.761904761904763,21,2,High,"Retention incentives, high-value leads",0.7242046874586626,0.8348288188619061,False
a09aba1d,478,22.761904761904763,0.0,1018424.8095238095,211469.14285714287,14.333333333333334,17.952380952380953,21,2,High,"Retention incentives, high-value leads",0.8508013822426832,0.8676652891223325,False
a0ad55fc,408,19.428571428571427,0.19047619047619047,1163855.0,285775.38095238095,18.095238095238095,19.476190476190474,21,2,High,"Retention incentives, high-value leads",0.7723368708711691,0.9167605051292185,False
a0cc389a,370,17.61904761904762,0.19047619047619047,928339.7619047619,295222.85714285716,16.0,18.523809523809526,21,2,High,"Retention incentives, high-value leads",-0.35428702551736674,0.6270252076095796,False
a0e4b237,440,20.952380952380953,0.0,1145233.0952380951,249329.0,16.19047619047619,16.142857142857142,21,2,High,"Retention incentives, high-value leads",0.7294008871592706,0.6061510625253139,False
a14ecd6f,343,16.333333333333332,0.14285714285714285,874106.2857142857,211090.52380952382,13.142857142857142,15.952380952380953,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.9259118980133871,0.24261999173109677,False
a199082b,535,25.476190476190474,0.09523809523809523,1594760.4285714286,324160.4761904762,14.619047619047619,21.904761904761905,21,2,High,"Retention incentives, high-value leads",4.09893430724662,1.1331926453802035,False
a1d1d855,458,21.80952380952381,0.047619047619047616,1001242.2857142857,181599.0,15.047619047619047,17.761904761904763,21,2,High,"Retention incentives, high-value leads",0.16054657548939472,0.9035510120589162,False
a1f12a6c,409,19.476190476190474,0.09523809523809523,982274.2380952381,204583.85714285713,15.80952380952381,16.428571428571427,21,2,High,"Retention incentives, high-value leads",-0.6495777952582821,0.6780280113402826,False
a26f3975,425,20.238095238095237,0.0,1050458.857142857,208011.90476190476,15.238095238095237,16.0,21,2,High,"Retention incentives, high-value leads",-0.040601751389191636,0.5464468886952254,False
a2892004,459,21.857142857142858,0.09523809523809523,1505954.142857143,337147.2380952381,15.904761904761905,19.333333333333332,21,2,High,"Retention incentives, high-value leads",2.722227448637759,0.7164931567249436,False
a2d9fb74,370,17.61904761904762,0.14285714285714285,686249.5714285715,189828.38095238095,16.19047619047619,16.142857142857142,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.0559114256279853,0.6844163517264708,False
a2dd881e,194,19.4,0.1,1096768.6,212811.5,14.6,15.0,10,0,Mid,"Targeted training, quote-to-sale improvement",-0.9020330577063472,-1.9896856642934604,False
a30df4f5,468,22.285714285714285,0.0,1360650.9047619049,230465.90476190476,16.428571428571427,17.523809523809526,21,2,High,"Retention incentives, high-value leads",1.6450436678543399,0.7654964999963195,False
a35c7842,382,18.19047619047619,0.19047619047619047,1007328.4285714285,241748.38095238095,15.571428571428571,17.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.8324557104154952,0.6256226939399224,False
a40e05c1,256,21.333333333333332,0.0,1383330.3333333333,301604.6666666667,15.25,17.583333333333332,12,1,Low,"Mentoring, onboarding refreshers",1.8723053761342068,-1.6167085049427405,False
a46b6249,130,16.25,0.25,788495.0,197037.625,12.125,16.375,8,0,Mid,"Targeted training, quote-to-sale improvement",-2.792074236789353,-2.3100799141745343,False
a495eaf3,278,21.384615384615383,0.15384615384615385,902974.3076923077,202619.61538461538,16.846153846153847,18.153846153846153,13,0,Mid,"Targeted training, quote-to-sale improvement",-0.38042279816102603,-0.7360358573029564,False
a4eb52e8,356,16.952380952380953,0.14285714285714285,841109.0,173275.57142857142,15.857142857142858,16.571428571428573,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.9192947986480984,0.5649618803411162,False
a500afe1,468,22.285714285714285,0.09523809523809523,867737.0952380953,192436.52380952382,18.61904761904762,18.857142857142858,21,2,High,"Retention incentives, high-value leads",0.26112656116806077,1.3353227012422284,False
a58bf05b,139,23.166666666666668,0.0,1338419.3333333333,265772.3333333333,15.0,17.166666666666668,6,1,Low,"Mentoring, onboarding refreshers",1.6490454882934937,-2.949046342416031,False
a635b43b,370,17.61904761904762,0.14285714285714285,1061988.5238095238,237228.42857142858,14.380952380952381,16.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.9504853186227677,0.3608654808970879,False
a6859260,331,15.761904761904763,0.14285714285714285,761561.3333333334,194278.09523809524,15.0,14.0,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.7758571972326953,0.27139683607119997,False
a6c30232,484,23.047619047619047,0.0,800067.0,157716.7142857143,15.285714285714286,17.952380952380953,21,2,High,"Retention incentives, high-value leads",0.040871940106789774,1.1085040553746328,False
a74c182c,397,18.904761904761905,0.19047619047619047,872763.1904761905,225772.90476190476,14.666666666666666,18.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.7879174107381897,0.7945857325406721,False
a7b58a6a,33,11.0,0.0,694456.3333333334,174927.0,13.0,8.666666666666666,3,0,Mid,"Targeted training, quote-to-sale improvement",-4.914622269521698,-3.985544548962236,False
a7c9fb50,349,16.61904761904762,0.14285714285714285,895852.1428571428,197174.95238095237,17.428571428571427,14.952380952380953,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.9617201629292265,0.5032571977144455,False
a905dc28,370,21.764705882352942,0.0,1162347.8235294118,221258.17647058822,15.294117647058824,16.294117647058822,17,2,High,"Retention incentives, high-value leads",0.6376867452611326,-0.277447922247671,False
a9431e50,310,19.375,0.0625,883039.5625,204263.75,16.75,16.8125,16,0,Mid,"Targeted training, quote-to-sale improvement",-0.7113603913538699,-0.3830378740937719,False
a9483c0c,384,18.285714285714285,0.14285714285714285,851782.619047619,208004.38095238095,15.904761904761905,17.285714285714285,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.1666786582206206,0.7044785196701296,False
a9629fa4,410,19.523809523809526,0.09523809523809523,1019707.9047619047,252686.66666666666,13.095238095238095,16.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.2939125972209381,0.44206746013008225,False
a982882a,286,20.428571428571427,0.07142857142857142,1292010.2142857143,256290.57142857142,15.5,16.928571428571427,14,2,High,"Retention incentives, high-value leads",0.7288618113105098,-1.0407828356286204,False
a98bb7aa,373,17.761904761904763,0.14285714285714285,979557.2857142857,180125.04761904763,16.0,15.333333333333334,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.6489153636948466,0.5436978338739807,False
a9b4595f,452,21.523809523809526,0.14285714285714285,1221427.0952380951,309233.6666666667,15.619047619047619,20.238095238095237,21,2,High,"Retention incentives, high-value leads",1.7945621335706272,0.91465209806278,False
aa23f1f0,53,26.5,0.0,2175921.0,356071.0,11.5,19.0,2,1,Low,"Mentoring, onboarding refreshers",5.041836549708233,-4.482483150648171,False
